Areaname	STCOU	IPE010206F	IPE010206D	IPE010206N1	IPE010206N2	IPE010207F	IPE010207D	IPE010207N1	IPE010207N2	IPE010208F	IPE010208D	IPE010208N1	IPE010208N2	IPE010209F	IPE010209D	IPE010209N1	IPE010209N2	IPE110195F	IPE110195D	IPE110195N1	IPE110195N2	IPE110197F	IPE110197D	IPE110197N1	IPE110197N2	IPE110198F	IPE110198D	IPE110198N1	IPE110198N2	IPE110199F	IPE110199D	IPE110199N1	IPE110199N2	IPE110200F	IPE110200D	IPE110200N1	IPE110200N2	IPE110201F	IPE110201D	IPE110201N1	IPE110201N2
Yavapai, AZ	04025	0	40923	0000	0000	0	44268	0000	0000	0	42311	0000	0000	0	40837	0000	0000	0	19115	0000	0000	0	20549	0000	0000	0	20325	0000	0000	0	19040	0000	0000	0	20372	0000	0000	0	22876	0000	0000
Yuma, AZ	04027	0	37154	0000	0000	0	39781	0000	0000	0	39063	0000	0000	0	38251	0000	0000	0	32896	0000	0000	0	33080	0000	0000	0	36547	0000	0000	0	33874	0000	0000	0	33890	0000	0000	0	34895	0000	0000
ARKANSAS	05000	0	36627	0000	0000	0	38239	0000	0000	0	38820	0000	0000	0	37888	0000	0000	0	455776	0000	0000	0	442856	0000	0000	0	417961	0000	0000	0	395852	0000	0000	0	394960	0000	0000	0	419048	0000	0000
Arkansas, AR	05001	0	33926	0000	0000	0	37344	0000	0000	0	37295	0000	0000	0	37693	0000	0000	0	4169	0000	0000	0	3906	0000	0000	0	3692	0000	0000	0	3516	0000	0000	0	3288	0000	0000	0	3338	0000	0000
Ashley, AR	05003	0	33595	0000	0000	0	35263	0000	0000	0	36079	0000	0000	0	35773	0000	0000	0	5174	0000	0000	0	4892	0000	0000	0	4531	0000	0000	0	4129	0000	0000	0	3913	0000	0000	0	4079	0000	0000
Baxter, AR	05005	0	33474	0000	0000	0	35845	0000	0000	0	34666	0000	0000	0	33878	0000	0000	0	5358	0000	0000	0	5356	0000	0000	0	5114	0000	0000	0	4755	0000	0000	0	4811	0000	0000	0	5373	0000	0000
Benton, AR	05007	0	46447	0000	0000	0	49064	0000	0000	0	51397	0000	0000	0	49226	0000	0000	0	11857	0000	0000	0	13601	0000	0000	0	13460	0000	0000	0	14281	0000	0000	0	14681	0000	0000	0	16282	0000	0000
Boone, AR	05009	0	35968	0000	0000	0	36704	0000	0000	0	35729	0000	0000	0	37007	0000	0000	0	4836	0000	0000	0	5296	0000	0000	0	5115	0000	0000	0	5141	0000	0000	0	5025	0000	0000	0	5305	0000	0000
Bradley, AR	05011	0	28478	0000	0000	0	30150	0000	0000	0	30621	0000	0000	0	29221	0000	0000	0	2597	0000	0000	0	2424	0000	0000	0	2281	0000	0000	0	2488	0000	0000	0	2526	0000	0000	0	2547	0000	0000
Calhoun, AR	05013	0	33385	0000	0000	0	34847	0000	0000	0	34908	0000	0000	0	34453	0000	0000	0	1013	0000	0000	0	943	0000	0000	0	876	0000	0000	0	836	0000	0000	0	808	0000	0000	0	861	0000	0000
Carroll, AR	05015	0	30763	0000	0000	0	32060	0000	0000	0	33594	0000	0000	0	35006	0000	0000	0	3442	0000	0000	0	3896	0000	0000	0	3612	0000	0000	0	3732	0000	0000	0	3934	0000	0000	0	4282	0000	0000
Chicot, AR	05017	0	23599	0000	0000	0	24921	0000	0000	0	24809	0000	0000	0	25186	0000	0000	0	5667	0000	0000	0	4956	0000	0000	0	4305	0000	0000	0	3591	0000	0000	0	3677	0000	0000	0	3876	0000	0000
Clark, AR	05019	0	32491	0000	0000	0	33887	0000	0000	0	34327	0000	0000	0	33857	0000	0000	0	4175	0000	0000	0	3794	0000	0000	0	3633	0000	0000	0	3451	0000	0000	0	3566	0000	0000	0	3706	0000	0000
Clay, AR	05021	0	27861	0000	0000	0	29131	0000	0000	0	31910	0000	0000	0	30568	0000	0000	0	3374	0000	0000	0	3087	0000	0000	0	2854	0000	0000	0	2722	0000	0000	0	2764	0000	0000	0	2796	0000	0000
Cleburne, AR	05023	0	36420	0000	0000	0	37277	0000	0000	0	36707	0000	0000	0	37583	0000	0000	0	3777	0000	0000	0	3644	0000	0000	0	3644	0000	0000	0	3499	0000	0000	0	3420	0000	0000	0	3685	0000	0000
Cleveland, AR	05025	0	40135	0000	0000	0	37648	0000	0000	0	39567	0000	0000	0	38476	0000	0000	0	1443	0000	0000	0	1429	0000	0000	0	1341	0000	0000	0	1225	0000	0000	0	1218	0000	0000	0	1208	0000	0000
Columbia, AR	05027	0	30743	0000	0000	0	36981	0000	0000	0	35162	0000	0000	0	32620	0000	0000	0	5845	0000	0000	0	5367	0000	0000	0	5050	0000	0000	0	4743	0000	0000	0	4560	0000	0000	0	4635	0000	0000
Conway, AR	05029	0	35697	0000	0000	0	36786	0000	0000	0	36026	0000	0000	0	36356	0000	0000	0	3541	0000	0000	0	3396	0000	0000	0	3293	0000	0000	0	3182	0000	0000	0	3163	0000	0000	0	3304	0000	0000
Craighead, AR	05031	0	38239	0000	0000	0	39808	0000	0000	0	39989	0000	0000	0	39526	0000	0000	0	12591	0000	0000	0	12626	0000	0000	0	11609	0000	0000	0	11477	0000	0000	0	11382	0000	0000	0	12396	0000	0000
Crawford, AR	05033	0	38129	0000	0000	0	37353	0000	0000	0	42112	0000	0000	0	39618	0000	0000	0	8111	0000	0000	0	8183	0000	0000	0	7972	0000	0000	0	7635	0000	0000	0	7465	0000	0000	0	7766	0000	0000
Crittenden, AR	05035	0	33331	0000	0000	0	35894	0000	0000	0	35112	0000	0000	0	34099	0000	0000	0	13450	0000	0000	0	12521	0000	0000	0	11922	0000	0000	0	11100	0000	0000	0	10705	0000	0000	0	11067	0000	0000
Cross, AR	05037	0	32486	0000	0000	0	33176	0000	0000	0	34489	0000	0000	0	35722	0000	0000	0	4850	0000	0000	0	4356	0000	0000	0	4086	0000	0000	0	3712	0000	0000	0	3525	0000	0000	0	3660	0000	0000
Dallas, AR	05039	0	30228	0000	0000	0	31657	0000	0000	0	31608	0000	0000	0	30454	0000	0000	0	2051	0000	0000	0	1879	0000	0000	0	1725	0000	0000	0	1533	0000	0000	0	1667	0000	0000	0	1692	0000	0000
Desha, AR	05041	0	26881	0000	0000	0	28119	0000	0000	0	27555	0000	0000	0	28734	0000	0000	0	4781	0000	0000	0	4151	0000	0000	0	3739	0000	0000	0	3464	0000	0000	0	3311	0000	0000	0	3389	0000	0000
Drew, AR	05043	0	32826	0000	0000	0	33810	0000	0000	0	34919	0000	0000	0	31676	0000	0000	0	3549	0000	0000	0	3419	0000	0000	0	3128	0000	0000	0	2877	0000	0000	0	3176	0000	0000	0	3118	0000	0000
Faulkner, AR	05045	0	42757	0000	0000	0	45370	0000	0000	0	43553	0000	0000	0	48390	0000	0000	0	7894	0000	0000	0	8304	0000	0000	0	8481	0000	0000	0	8731	0000	0000	0	9090	0000	0000	0	9874	0000	0000
Franklin, AR	05047	0	34838	0000	0000	0	36367	0000	0000	0	38192	0000	0000	0	31666	0000	0000	0	2852	0000	0000	0	2917	0000	0000	0	2792	0000	0000	0	2592	0000	0000	0	2758	0000	0000	0	2909	0000	0000
Fulton, AR	05049	0	29018	0000	0000	0	30261	0000	0000	0	30364	0000	0000	0	30831	0000	0000	0	2897	0000	0000	0	2763	0000	0000	0	2436	0000	0000	0	2112	0000	0000	0	2254	0000	0000	0	2440	0000	0000
Garland, AR	05051	0	34434	0000	0000	0	36299	0000	0000	0	38020	0000	0000	0	37427	0000	0000	0	14229	0000	0000	0	13632	0000	0000	0	13295	0000	0000	0	12861	0000	0000	0	12872	0000	0000	0	13926	0000	0000
Grant, AR	05053	0	46627	0000	0000	0	46977	0000	0000	0	45165	0000	0000	0	48610	0000	0000	0	1926	0000	0000	0	1843	0000	0000	0	1802	0000	0000	0	1726	0000	0000	0	1673	0000	0000	0	1784	0000	0000
Greene, AR	05055	0	35151	0000	0000	0	37724	0000	0000	0	37017	0000	0000	0	37997	0000	0000	0	5463	0000	0000	0	5373	0000	0000	0	4915	0000	0000	0	4866	0000	0000	0	4991	0000	0000	0	5307	0000	0000
Hempstead, AR	05057	0	30292	0000	0000	0	33686	0000	0000	0	34221	0000	0000	0	30735	0000	0000	0	4982	0000	0000	0	4717	0000	0000	0	4566	0000	0000	0	4293	0000	0000	0	4346	0000	0000	0	4475	0000	0000
Hot Spring, AR	05059	0	35237	0000	0000	0	37704	0000	0000	0	37619	0000	0000	0	36387	0000	0000	0	4928	0000	0000	0	4909	0000	0000	0	4549	0000	0000	0	4145	0000	0000	0	4223	0000	0000	0	4441	0000	0000
Howard, AR	05061	0	32299	0000	0000	0	32979	0000	0000	0	33219	0000	0000	0	31196	0000	0000	0	2414	0000	0000	0	2515	0000	0000	0	2365	0000	0000	0	2162	0000	0000	0	2166	0000	0000	0	2311	0000	0000
Independence, AR	05063	0	34620	0000	0000	0	36984	0000	0000	0	36019	0000	0000	0	34487	0000	0000	0	5499	0000	0000	0	5484	0000	0000	0	5285	0000	0000	0	4780	0000	0000	0	4772	0000	0000	0	5001	0000	0000
Izard, AR	05065	0	30541	0000	0000	0	31231	0000	0000	0	30941	0000	0000	0	30143	0000	0000	0	2772	0000	0000	0	2841	0000	0000	0	2542	0000	0000	0	2136	0000	0000	0	2292	0000	0000	0	2490	0000	0000
Jackson, AR	05067	0	27271	0000	0000	0	29351	0000	0000	0	30490	0000	0000	0	28987	0000	0000	0	4462	0000	0000	0	4187	0000	0000	0	3910	0000	0000	0	3348	0000	0000	0	3318	0000	0000	0	3522	0000	0000
Jefferson, AR	05069	0	33989	0000	0000	0	36293	0000	0000	0	38018	0000	0000	0	34389	0000	0000	0	21243	0000	0000	0	19564	0000	0000	0	17491	0000	0000	0	15642	0000	0000	0	14915	0000	0000	0	15884	0000	0000
Johnson, AR	05071	0	29915	0000	0000	0	31586	0000	0000	0	34307	0000	0000	0	32206	0000	0000	0	3939	0000	0000	0	4022	0000	0000	0	3828	0000	0000	0	3596	0000	0000	0	3674	0000	0000	0	4069	0000	0000
Lafayette, AR	05073	0	27437	0000	0000	0	28727	0000	0000	0	28265	0000	0000	0	27951	0000	0000	0	2931	0000	0000	0	2539	0000	0000	0	2170	0000	0000	0	1818	0000	0000	0	1866	0000	0000	0	1894	0000	0000
Lawrence, AR	05075	0	28437	0000	0000	0	31286	0000	0000	0	31160	0000	0000	0	31045	0000	0000	0	4124	0000	0000	0	3775	0000	0000	0	3519	0000	0000	0	3130	0000	0000	0	3100	0000	0000	0	3250	0000	0000
Lee, AR	05077	0	22725	0000	0000	0	24195	0000	0000	0	25178	0000	0000	0	23716	0000	0000	0	5025	0000	0000	0	4456	0000	0000	0	3840	0000	0000	0	2982	0000	0000	0	3206	0000	0000	0	3374	0000	0000
Lincoln, AR	05079	0	34024	0000	0000	0	30926	0000	0000	0	34820	0000	0000	0	33945	0000	0000	0	3296	0000	0000	0	3165	0000	0000	0	2682	0000	0000	0	2214	0000	0000	0	2664	0000	0000	0	3148	0000	0000
Little River, AR	05081	0	32688	0000	0000	0	33342	0000	0000	0	34996	0000	0000	0	34776	0000	0000	0	2536	0000	0000	0	2408	0000	0000	0	2375	0000	0000	0	2129	0000	0000	0	2116	0000	0000	0	2200	0000	0000
Logan, AR	05083	0	32257	0000	0000	0	34261	0000	0000	0	37034	0000	0000	0	32827	0000	0000	0	4036	0000	0000	0	3831	0000	0000	0	3719	0000	0000	0	3600	0000	0000	0	3465	0000	0000	0	3610	0000	0000
Lonoke, AR	05085	0	48798	0000	0000	0	47810	0000	0000	0	49241	0000	0000	0	50910	0000	0000	0	5902	0000	0000	0	6194	0000	0000	0	6009	0000	0000	0	5675	0000	0000	0	5521	0000	0000	0	5838	0000	0000
Madison, AR	05087	0	32932	0000	0000	0	34877	0000	0000	0	33221	0000	0000	0	33117	0000	0000	0	2392	0000	0000	0	2526	0000	0000	0	2530	0000	0000	0	2418	0000	0000	0	2394	0000	0000	0	2586	0000	0000
Marion, AR	05089	0	31697	0000	0000	0	31064	0000	0000	0	32648	0000	0000	0	33617	0000	0000	0	2840	0000	0000	0	2909	0000	0000	0	2703	0000	0000	0	2650	0000	0000	0	2788	0000	0000	0	3047	0000	0000
Miller, AR	05091	0	38860	0000	0000	0	37106	0000	0000	0	38192	0000	0000	0	38855	0000	0000	0	8921	0000	0000	0	8439	0000	0000	0	7924	0000	0000	0	7390	0000	0000	0	7189	0000	0000	0	7630	0000	0000
Mississippi, AR	05093	0	29984	0000	0000	0	31613	0000	0000	0	34211	0000	0000	0	33660	0000	0000	0	13196	0000	0000	0	11955	0000	0000	0	11534	0000	0000	0	10693	0000	0000	0	10124	0000	0000	0	10684	0000	0000
Monroe, AR	05095	0	25592	0000	0000	0	27141	0000	0000	0	27044	0000	0000	0	26054	0000	0000	0	3572	0000	0000	0	3110	0000	0000	0	2812	0000	0000	0	2483	0000	0000	0	2399	0000	0000	0	2331	0000	0000
Montgomery, AR	05097	0	31069	0000	0000	0	34925	0000	0000	0	34343	0000	0000	0	32238	0000	0000	0	1842	0000	0000	0	1858	0000	0000	0	1769	0000	0000	0	1540	0000	0000	0	1575	0000	0000	0	1759	0000	0000
Nevada, AR	05099	0	30646	0000	0000	0	32306	0000	0000	0	31432	0000	0000	0	31360	0000	0000	0	2024	0000	0000	0	1962	0000	0000	0	1893	0000	0000	0	1753	0000	0000	0	1795	0000	0000	0	1868	0000	0000
Newton, AR	05101	0	28356	0000	0000	0	28819	0000	0000	0	29273	0000	0000	0	29403	0000	0000	0	2064	0000	0000	0	2081	0000	0000	0	1949	0000	0000	0	1792	0000	0000	0	1810	0000	0000	0	1823	0000	0000
Ouachita, AR	05103	0	31770	0000	0000	0	33418	0000	0000	0	34370	0000	0000	0	32393	0000	0000	0	6571	0000	0000	0	5880	0000	0000	0	5570	0000	0000	0	5291	0000	0000	0	5054	0000	0000	0	5074	0000	0000
Perry, AR	05105	0	35430	0000	0000	0	37491	0000	0000	0	37595	0000	0000	0	37451	0000	0000	0	1538	0000	0000	0	1490	0000	0000	0	1399	0000	0000	0	1358	0000	0000	0	1454	0000	0000	0	1548	0000	0000
Phillips, AR	05107	0	24102	0000	0000	0	26261	0000	0000	0	26436	0000	0000	0	24427	0000	0000	0	11782	0000	0000	0	10273	0000	0000	0	8832	0000	0000	0	7409	0000	0000	0	7234	0000	0000	0	7185	0000	0000
Pike, AR	05109	0	30434	0000	0000	0	33892	0000	0000	0	37545	0000	0000	0	33328	0000	0000	0	1834	0000	0000	0	1916	0000	0000	0	1706	0000	0000	0	1575	0000	0000	0	1767	0000	0000	0	1869	0000	0000
Poinsett, AR	05111	0	29943	0000	0000	0	30581	0000	0000	0	31511	0000	0000	0	31478	0000	0000	0	6154	0000	0000	0	5594	0000	0000	0	5325	0000	0000	0	4837	0000	0000	0	4825	0000	0000	0	5101	0000	0000
Polk, AR	05113	0	30194	0000	0000	0	30935	0000	0000	0	30994	0000	0000	0	29875	0000	0000	0	4122	0000	0000	0	4179	0000	0000	0	3944	0000	0000	0	3800	0000	0000	0	3682	0000	0000	0	3967	0000	0000
Pope, AR	05115	0	37644	0000	0000	0	38770	0000	0000	0	40728	0000	0000	0	38224	0000	0000	0	7683	0000	0000	0	8037	0000	0000	0	7840	0000	0000	0	7840	0000	0000	0	7897	0000	0000	0	8342	0000	0000
Prairie, AR	05117	0	31732	0000	0000	0	34975	0000	0000	0	34703	0000	0000	0	34936	0000	0000	0	1728	0000	0000	0	1731	0000	0000	0	1623	0000	0000	0	1429	0000	0000	0	1433	0000	0000	0	1456	0000	0000
Pulaski, AR	05119	0	43338	0000	0000	0	44909	0000	0000	0	45215	0000	0000	0	42107	0000	0000	0	53388	0000	0000	0	50110	0000	0000	0	48082	0000	0000	0	46412	0000	0000	0	44131	0000	0000	0	46056	0000	0000
Randolph, AR	05121	0	28497	0000	0000	0	32600	0000	0000	0	30508	0000	0000	0	31847	0000	0000	0	3626	0000	0000	0	3660	0000	0000	0	3423	0000	0000	0	3068	0000	0000	0	3079	0000	0000	0	3288	0000	0000
St. Francis, AR	05123	0	30125	0000	0000	0	28318	0000	0000	0	28442	0000	0000	0	28880	0000	0000	0	9749	0000	0000	0	8642	0000	0000	0	7611	0000	0000	0	6697	0000	0000	0	6775	0000	0000	0	7010	0000	0000
Saline, AR	05125	0	48287	0000	0000	0	50849	0000	0000	0	50133	0000	0000	0	52630	0000	0000	0	7100	0000	0000	0	7429	0000	0000	0	6806	0000	0000	0	6389	0000	0000	0	7037	0000	0000	0	7841	0000	0000
Scott, AR	05127	0	30543	0000	0000	0	33884	0000	0000	0	33458	0000	0000	0	29922	0000	0000	0	2387	0000	0000	0	2387	0000	0000	0	2244	0000	0000	0	2042	0000	0000	0	2108	0000	0000	0	2205	0000	0000
Searcy, AR	05129	0	24142	0000	0000	0	24515	0000	0000	0	25547	0000	0000	0	25397	0000	0000	0	2241	0000	0000	0	2130	0000	0000	0	2034	0000	0000	0	1824	0000	0000	0	1935	0000	0000	0	2111	0000	0000
Sebastian, AR	05131	0	37862	0000	0000	0	40545	0000	0000	0	39573	0000	0000	0	39088	0000	0000	0	15231	0000	0000	0	15292	0000	0000	0	15220	0000	0000	0	15558	0000	0000	0	15381	0000	0000	0	16244	0000	0000
Sevier, AR	05133	0	31363	0000	0000	0	33281	0000	0000	0	32062	0000	0000	0	36248	0000	0000	0	2875	0000	0000	0	2757	0000	0000	0	2742	0000	0000	0	2698	0000	0000	0	2739	0000	0000	0	2968	0000	0000
Sharp, AR	05135	0	29436	0000	0000	0	27176	0000	0000	0	31801	0000	0000	0	28950	0000	0000	0	3360	0000	0000	0	3614	0000	0000	0	3301	0000	0000	0	3020	0000	0000	0	3419	0000	0000	0	3708	0000	0000
Stone, AR	05137	0	25687	0000	0000	0	27287	0000	0000	0	28724	0000	0000	0	27960	0000	0000	0	2688	0000	0000	0	2603	0000	0000	0	2317	0000	0000	0	2096	0000	0000	0	2142	0000	0000	0	2381	0000	0000
Union, AR	05139	0	34152	0000	0000	0	37120	0000	0000	0	38616	0000	0000	0	35005	0000	0000	0	8884	0000	0000	0	8475	0000	0000	0	7969	0000	0000	0	7600	0000	0000	0	7145	0000	0000	0	7419	0000	0000
Van Buren, AR	05141	0	29766	0000	0000	0	31924	0000	0000	0	35155	0000	0000	0	34287	0000	0000	0	3289	0000	0000	0	3150	0000	0000	0	3074	0000	0000	0	2596	0000	0000	0	2821	0000	0000	0	2966	0000	0000
Washington, AR	05143	0	41505	0000	0000	0	42909	0000	0000	0	42691	0000	0000	0	41098	0000	0000	0	16555	0000	0000	0	19298	0000	0000	0	18794	0000	0000	0	19694	0000	0000	0	19998	0000	0000	0	22489	0000	0000
White, AR	05145	0	36864	0000	0000	0	37809	0000	0000	0	39283	0000	0000	0	38796	0000	0000	0	10798	0000	0000	0	10842	0000	0000	0	10000	0000	0000	0	9216	0000	0000	0	9705	0000	0000	0	10490	0000	0000
Woodruff, AR	05147	0	24147	0000	0000	0	26550	0000	0000	0	26185	0000	0000	0	26754	0000	0000	0	3022	0000	0000	0	2733	0000	0000	0	2301	0000	0000	0	1959	0000	0000	0	2003	0000	0000	0	2012	0000	0000
Yell, AR	05149	0	32302	0000	0000	0	34169	0000	0000	0	36459	0000	0000	0	33699	0000	0000	0	3316	0000	0000	0	3229	0000	0000	0	3134	0000	0000	0	3096	0000	0000	0	3252	0000	0000	0	3478	0000	0000
CALIFORNIA	06000	0	56646	0000	0000	0	59928	0000	0000	0	61017	0000	0000	0	58925	0000	0000	0	5215575	0000	0000	0	5195477	0000	0000	0	4917053	0000	0000	0	4562089	0000	0000	0	4304909	0000	0000	0	4418040	0000	0000
Alameda, CA	06001	0	64285	0000	0000	0	68263	0000	0000	0	70217	0000	0000	0	68258	0000	0000	0	151283	0000	0000	0	164225	0000	0000	0	152381	0000	0000	0	142281	0000	0000	0	128341	0000	0000	0	127572	0000	0000
Alpine, CA	06003	0	47515	0000	0000	0	46136	0000	0000	0	49320	0000	0000	0	45391	0000	0000	0	206	0000	0000	0	210	0000	0000	0	212	0000	0000	0	184	0000	0000	0	210	0000	0000	0	190	0000	0000
Amador, CA	06005	0	50528	0000	0000	0	54903	0000	0000	0	53951	0000	0000	0	54461	0000	0000	0	2897	0000	0000	0	3380	0000	0000	0	3380	0000	0000	0	3029	0000	0000	0	3110	0000	0000	0	3248	0000	0000
Butte, CA	06007	0	40023	0000	0000	0	39466	0000	0000	0	40308	0000	0000	0	41196	0000	0000	0	36337	0000	0000	0	40224	0000	0000	0	37506	0000	0000	0	35786	0000	0000	0	34558	0000	0000	0	33972	0000	0000
Calaveras, CA	06009	0	52745	0000	0000	0	51447	0000	0000	0	52850	0000	0000	0	51564	0000	0000	0	4405	0000	0000	0	5163	0000	0000	0	4790	0000	0000	0	4543	0000	0000	0	4424	0000	0000	0	4357	0000	0000
Colusa, CA	06011	0	40240	0000	0000	0	43882	0000	0000	0	44622	0000	0000	0	47472	0000	0000	0	3194	0000	0000	0	3380	0000	0000	0	3486	0000	0000	0	2975	0000	0000	0	2830	0000	0000	0	2832	0000	0000
Contra Costa, CA	06013	0	74058	0000	0000	0	76317	0000	0000	0	78469	0000	0000	0	75084	0000	0000	0	70029	0000	0000	0	80691	0000	0000	0	76463	0000	0000	0	70684	0000	0000	0	64682	0000	0000	0	63365	0000	0000
Del Norte, CA	06015	0	33765	0000	0000	0	35910	0000	0000	0	36729	0000	0000	0	38252	0000	0000	0	4922	0000	0000	0	5523	0000	0000	0	4945	0000	0000	0	4633	0000	0000	0	5129	0000	0000	0	5122	0000	0000
El Dorado, CA	06017	0	67605	0000	0000	0	64256	0000	0000	0	67019	0000	0000	0	68778	0000	0000	0	12678	0000	0000	0	14074	0000	0000	0	13890	0000	0000	0	12024	0000	0000	0	11651	0000	0000	0	11920	0000	0000
Fresno, CA	06019	0	42433	0000	0000	0	46547	0000	0000	0	43534	0000	0000	0	45219	0000	0000	0	188008	0000	0000	0	191614	0000	0000	0	183863	0000	0000	0	170870	0000	0000	0	164786	0000	0000	0	169383	0000	0000
Glenn, CA	06021	0	38093	0000	0000	0	38521	0000	0000	0	39641	0000	0000	0	41904	0000	0000	0	4920	0000	0000	0	5200	0000	0000	0	5159	0000	0000	0	4663	0000	0000	0	4614	0000	0000	0	4499	0000	0000
Humboldt, CA	06023	0	38796	0000	0000	0	37281	0000	0000	0	39627	0000	0000	0	35985	0000	0000	0	20737	0000	0000	0	22332	0000	0000	0	21345	0000	0000	0	20312	0000	0000	0	19614	0000	0000	0	19550	0000	0000
Imperial, CA	06025	0	36275	0000	0000	0	33576	0000	0000	0	36894	0000	0000	0	37846	0000	0000	0	41732	0000	0000	0	41065	0000	0000	0	43849	0000	0000	0	37445	0000	0000	0	32846	0000	0000	0	32781	0000	0000
Inyo, CA	06027	0	41366	0000	0000	0	46865	0000	0000	0	47197	0000	0000	0	44090	0000	0000	0	2350	0000	0000	0	2514	0000	0000	0	2555	0000	0000	0	2236	0000	0000	0	2127	0000	0000	0	1959	0000	0000
Kern, CA	06029	0	42709	0000	0000	0	46639	0000	0000	0	44716	0000	0000	0	46938	0000	0000	0	124931	0000	0000	0	128669	0000	0000	0	127410	0000	0000	0	122251	0000	0000	0	119920	0000	0000	0	122611	0000	0000
Kings, CA	06031	0	42070	0000	0000	0	45087	0000	0000	0	48614	0000	0000	0	44102	0000	0000	0	22999	0000	0000	0	24724	0000	0000	0	24080	0000	0000	0	21895	0000	0000	0	22992	0000	0000	0	23911	0000	0000
Lake, CA	06033	0	36174	0000	0000	0	38113	0000	0000	0	38926	0000	0000	0	36895	0000	0000	0	10569	0000	0000	0	11092	0000	0000	0	10326	0000	0000	0	9495	0000	0000	0	9432	0000	0000	0	9935	0000	0000
Lassen, CA	06035	0	45668	0000	0000	0	47676	0000	0000	0	47333	0000	0000	0	46377	0000	0000	0	3658	0000	0000	0	4813	0000	0000	0	4444	0000	0000	0	3879	0000	0000	0	4312	0000	0000	0	4353	0000	0000
Los Angeles, CA	06037	0	51279	0000	0000	0	53494	0000	0000	0	55452	0000	0000	0	54375	0000	0000	0	2057499	0000	0000	0	1886639	0000	0000	0	1759230	0000	0000	0	1616840	0000	0000	0	1513575	0000	0000	0	1571077	0000	0000
Madera, CA	06039	0	39919	0000	0000	0	44259	0000	0000	0	46066	0000	0000	0	42769	0000	0000	0	22239	0000	0000	0	24741	0000	0000	0	25095	0000	0000	0	23769	0000	0000	0	24688	0000	0000	0	25844	0000	0000
Marin, CA	06041	0	81305	0000	0000	0	83910	0000	0000	0	89909	0000	0000	0	86658	0000	0000	0	14669	0000	0000	0	16099	0000	0000	0	15279	0000	0000	0	14805	0000	0000	0	14058	0000	0000	0	14850	0000	0000
Mariposa, CA	06043	0	40930	0000	0000	0	42757	0000	0000	0	44419	0000	0000	0	42775	0000	0000	0	2163	0000	0000	0	2425	0000	0000	0	2407	0000	0000	0	2239	0000	0000	0	2197	0000	0000	0	2171	0000	0000
Mendocino, CA	06045	0	39847	0000	0000	0	42329	0000	0000	0	43134	0000	0000	0	41488	0000	0000	0	14147	0000	0000	0	15071	0000	0000	0	14692	0000	0000	0	13306	0000	0000	0	12575	0000	0000	0	12854	0000	0000
Merced, CA	06047	0	40447	0000	0000	0	43789	0000	0000	0	42629	0000	0000	0	39922	0000	0000	0	50278	0000	0000	0	50275	0000	0000	0	49822	0000	0000	0	44868	0000	0000	0	43940	0000	0000	0	43036	0000	0000
Modoc, CA	06049	0	31610	0000	0000	0	33713	0000	0000	0	35319	0000	0000	0	34290	0000	0000	0	1817	0000	0000	0	1919	0000	0000	0	1923	0000	0000	0	1746	0000	0000	0	1772	0000	0000	0	1651	0000	0000
Mono, CA	06051	0	51135	0000	0000	0	54174	0000	0000	0	55798	0000	0000	0	53973	0000	0000	0	997	0000	0000	0	1167	0000	0000	0	1165	0000	0000	0	1142	0000	0000	0	1167	0000	0000	0	1141	0000	0000
Monterey, CA	06053	0	54273	0000	0000	0	56668	0000	0000	0	58822	0000	0000	0	57647	0000	0000	0	55490	0000	0000	0	54559	0000	0000	0	55231	0000	0000	0	51051	0000	0000	0	50439	0000	0000	0	51735	0000	0000
Napa, CA	06055	0	63586	0000	0000	0	61988	0000	0000	0	64829	0000	0000	0	66970	0000	0000	0	9801	0000	0000	0	10283	0000	0000	0	10245	0000	0000	0	9479	0000	0000	0	8802	0000	0000	0	9164	0000	0000
Nevada, CA	06057	0	52141	0000	0000	0	58658	0000	0000	0	56030	0000	0000	0	57250	0000	0000	0	8456	0000	0000	0	8761	0000	0000	0	8695	0000	0000	0	7762	0000	0000	0	7444	0000	0000	0	7580	0000	0000
Orange, CA	06059	0	70109	0000	0000	0	73107	0000	0000	0	74862	0000	0000	0	71735	0000	0000	0	297329	0000	0000	0	299636	0000	0000	0	279629	0000	0000	0	276298	0000	0000	0	264914	0000	0000	0	283666	0000	0000
Placer, CA	06061	0	69982	0000	0000	0	69667	0000	0000	0	75029	0000	0000	0	70751	0000	0000	0	16376	0000	0000	0	17812	0000	0000	0	17174	0000	0000	0	15743	0000	0000	0	14779	0000	0000	0	15238	0000	0000
Plumas, CA	06063	0	46527	0000	0000	0	45516	0000	0000	0	48770	0000	0000	0	42684	0000	0000	0	2552	0000	0000	0	2687	0000	0000	0	2694	0000	0000	0	2338	0000	0000	0	2290	0000	0000	0	2250	0000	0000
Riverside, CA	06065	0	53269	0000	0000	0	57736	0000	0000	0	57590	0000	0000	0	55151	0000	0000	0	201349	0000	0000	0	221430	0000	0000	0	214079	0000	0000	0	200301	0000	0000	0	199491	0000	0000	0	211169	0000	0000
Sacramento, CA	06067	0	53689	0000	0000	0	56823	0000	0000	0	56882	0000	0000	0	52502	0000	0000	0	173865	0000	0000	0	200479	0000	0000	0	187948	0000	0000	0	175104	0000	0000	0	160507	0000	0000	0	154557	0000	0000
